id,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions
193,tt8718300,Proximity,Proximity,2020,"Drama, Sci-Fi",119,USA,,Eric Demeusy,"Eric Demeusy, Eric Demeusy",A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.,5.7,2326,"https://m.media-amazon.com/images/M/MV5BNzFjYTFkZjItZDI1Zi00MzExLTg1ODctMWQ0ZTc2YTRhZmM4XkEyXkFqcGdeQXVyMjU1NjU1NDU@._V1_UX182_CR0,0,182,268_AL_.jpg",    A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.
194,tt1715344,Quad,Quad,2020,Drama,100,USA,,Michael Uppendahl,"Michael Burke, Brett Johnson",A hard-living salesman becomes a quadriplegic after an accident.,5.9,112,"https://m.media-amazon.com/images/M/MV5BNDczOWUwMjQtM2EzMC00Y2QxLTg5MTMtNThmOTZjZDYyNTRmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",    A hard-living salesman becomes a quadriplegic after an accident.
195,tt5079362,Reality Queen!,Reality Queen!,2020,Comedy,84,USA,English,Steven Jay Bernheim,"Steven Jay Bernheim, Schuyler Brumley","Reality Queen. follows an heiress' quest to show the world she isn't just another ""it"" girl and pretentious celebutante, chronicled by renowned BBC journalist Diana Smeltmarlin.",3.2,217,"https://m.media-amazon.com/images/M/MV5BODFkODc2YWItZGJmZi00YWNhLWIyOGEtYzY2ZDc2YWQ0M2NmL2ltYWdlXkEyXkFqcGdeQXVyMDU1NDAzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Reality Queen is a comedy centering on the life of a Paris Hilton-esque heiress named ""London"" who is struggling to regain fame after being pushed out of the limelight by three Kardashian-type sisters named ""The Kims."" London's life is a self-indulgent maelstrom of product endorsements, talent managers, pet psychics, private jets, fashion shows, yachts, and a celebrity posse. Despite her wackiness, she ultimately makes it back to the top of the heap. This parody of America's infatuation with fame raises the question: are these celebs-for-no-reason marketing geniuses, or are they just the accidental beneficiaries of the stupidity of the American public?"
196,tt9072352,Relic,Relic,2020,"Drama, Horror",89,"Australia, USA",English,Natalie Erika James,"Natalie Erika James, Christian White","A daughter, mother and grandmother are haunted by a manifestation of dementia that consumes their family's home.",5.9,9206,"https://m.media-amazon.com/images/M/MV5BOGY1MGM2ZjItZDJjMC00ZGM0LTg2MDctNmExNzcyYTcwMjM3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When elderly mother Edna inexplicably vanishes, her daughter Kay and granddaughter Sam rush to their family's decaying country home, finding clues of her increasing dementia scattered around the house in her absence. After Edna returns just as mysteriously as she disappeared, Kay's concern that her mother seems unwilling or unable to say where she's been clashes with Sam's unabashed enthusiasm to have her grandma back. As Edna's behavior turns increasingly volatile, both begin to sense that an insidious presence in the house might be taking control of her. With RELIC, first-time writer/director Natalie Erika James crafts an unforgettable new spin on the haunted-house movie."
197,tt6914122,Resistance - La voce del silenzio,Resistance,2020,"Biography, Drama, History",120,"UK, France, Germany, USA",English,Jonathan Jakubowicz,Jonathan Jakubowicz,The story of mime,6.2,2701,"https://m.media-amazon.com/images/M/MV5BNjcyNjEwZTctMjcyMy00YjQ3LWIxZDMtY2NiZmM1ODQzNjg3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR3,0,182,268_AL_.jpg",    The story of mime Marcel Marceau as he works with a group of Jewish boy scouts and the French Resistance to save the lives of ten thousand orphans during World War II.
198,tt10510416,Revenge Ride,Revenge Ride,2020,"Crime, Drama, Horror",73,USA,English,Melanie Aitkenhead,Timothy Durham,"Maggie (Serinda Swan) is a tough and ruthless member of the all-female Dark Moon biker gang led by the merciless Trigga (Pollyanna McIntosh). After Maggie's cousin (Vanessa Dubasso) is drugged at a party, the gang rides out for revenge.",3.3,156,"https://m.media-amazon.com/images/M/MV5BZTBiMDc3MTctY2FmZS00MWJhLWEwMTAtN2FiNjc3MzA5ZGJhXkEyXkFqcGdeQXVyMzEzMTg3NTI@._V1_UX182_CR0,0,182,268_AL_.jpg","    Maggie (Serinda Swan) is a tough and ruthless member of the all-female Dark Moon motorcycle gang led by the merciless Trigga (Pollyanna McIntosh). After Maggie's cousin (Vanessa Dubasso) is attacked and drugged at a party, the gang rides out to take revenge into their own hands. The attackers, led by Keegan (Jake Lockett), don't see the fury coming and a war breaks out with Maggie and Brian (Diego Boneta) caught in the middle as both sides race towards a violent showdown to end it once and for all."
199,tt5244812,Riding Faith,Riding Faith,2020,Family,81,USA,English,Paco Aguilar,Simon K. Parker,"With the impending foreclose of the family Ranch, Rebecca struggles with her rebellious daughter Grace who is still not over the death of her father Mike.",4.2,131,"https://m.media-amazon.com/images/M/MV5BYjU2ZDI4ZTEtOWFmMC00MjkzLWI4ZmEtODYyZGEyYWU3ZGFiXkEyXkFqcGdeQXVyMTE4NTI5NTA@._V1_UY268_CR12,0,182,268_AL_.jpg","    A young girl has it all-a beautiful ranch, a horse named Faith, and the love of her family. But after the death of her military father, she and her mother are in danger of losing their family ranch too. With a little help from friends and their majestic white horse, they hatch a plan to raise enough money to save the ranch while learning to never lose hope, despite all odds."
200,tt0926132,Road to Red,Road to Red,2020,"Action, Adventure, Horror",120,"USA, Portugal",English,Tito da Costa,"Larry Leahy, Tito da Costa",A surf-skate action-thriller about five best friends who set out on a road trip that quickly turns into an epic battle for survival.,4.2,472,"https://m.media-amazon.com/images/M/MV5BMDI1NThhNDctMjc4ZC00N2EwLThjZjctOWNlYWFlOWI1M2NjXkEyXkFqcGdeQXVyNDQ5MjM3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    High in the Sierra Nevada Mountains of California, a local sheriff finds world skateboard champion, Paul McGuiness' abandoned hearse parked at a remote alpine lake, a surfboard floating on the surface of the freezing water, but no trace of his body. Rumors immediately go viral that the troubled sports icon has committed suicide or overdosed on drugs from the relentless pressure being put on him to maintain his number one position as world champion. Paul's brother and manager, Bruce McGuiness, soon becomes haunted with the fear that he has caused the death of his younger sibling by having pushed him too hard to compete. Stricken with guilt and shame, he sets out on an epic road trip with four of Paul's best friends to restore his missing brother's honor and skateboard legacy. What begins as an adventure of a lifetime to make skateboard history, quickly turns into an ominous battle for survival as Bruce discovers that what happened to brother, is now happening to him."
201,tt11316764,Rocket Hunter,Rocket Hunter,2020,"Action, Drama, War",86,USA,English,Christopher Forbes,Christopher Forbes,"In one of the most dangerous missions of the war, an American B-17 pilot volunteers to fly a surrendered Messerschmidt 109 on a daring flight through the heart of Germany to try to prevent ...",1.3,153,"https://m.media-amazon.com/images/M/MV5BM2Y1YTA3NDQtZDliNi00ZTczLThiZTQtZTZjODhhMWUwMjJjXkEyXkFqcGdeQXVyMjQ1NDM5ODE@._V1_UY268_CR5,0,182,268_AL_.jpg","    In one of the most dangerous missions of the war, an American B-17 pilot volunteers to fly a surrendered Messerschmidt 109 on a daring flight through the heart of Germany to try to prevent the people of London from being terrorized by the V-2 rockets. ""Rocket Hunter"" tells the story of an amazing pilot and his bombardier brother from the time they are teenagers dreaming of taking to the skies to the dark days of January 1945."
202,tt7983744,Rogue Warfare 3: Death of a Nation,Rogue Warfare 3: Death of a Nation,2020,Action,95,USA,English,Mike Gunther,Michael Day,The Black Mask Organization coordinates a twisted plot which will devastate the world within the next 36 hours.,3.2,162,"https://m.media-amazon.com/images/M/MV5BNmNlNTc2YjYtNmY4Ny00NzE5LWJmMWItNzk0NThmYjFjMWU1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    The Black Mask Organization coordinates a twisted plot which will devastate the world within the next 36 hours. The TEAM is immediately dispatched again for what will hopefully be the last stand against the 'Supreme Leader.' As the clock ticks, so does the bomb and they need to strike back at the very core of the terrorist group. The team must throw their lives on the line as it's the only way to deactivate the dangerous weapons which are set to explode across the world at the same time. Each soldier must find his inner strength and skill to disarm this terrorist group once and for all."
203,tt8523028,Roped,Roped,2020,"Drama, Romance",91,USA,English,Shaun Paul Piccinino,John Ducey,A progressive town erupts when a traveling rodeo lands within its city limits. The town councilman butts head with a young cowboy on his rise to super stardom. When the councilman's ...,5.2,718,"https://m.media-amazon.com/images/M/MV5BOTMwY2EwZjctMGYwMi00Mzg3LWJlZTAtZWMyODgzYTQ4ZTU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",    A progressive town erupts when a traveling rodeo lands within its city limits. The town councilman butts head with a young cowboy on his rise to super stardom. When the councilman's daughter falls in love with the cowboy their battle becomes deeply personal.
204,tt10126434,Scare Me,Scare Me,2020,Horror,104,USA,English,Josh Ruben,Josh Ruben,"During a power outage, two strangers tell scary stories. The more Fred and Fanny commit to their tales, the more the stories come to life in their Catskills cabin. The horrors of reality manifest when Fred confronts his ultimate fear.",3.4,138,"https://m.media-amazon.com/images/M/MV5BMjY4ODVmN2QtNGY1YS00NGUyLTljZWYtMGVkYzA2OTMxZWYxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    During a power outage, two strangers tell scary stories. The more Fred and Fanny commit to their tales, the more the stories come to life in their Catskills cabin. The horrors of reality manifest when Fred confronts his ultimate fear."
205,tt12098670,Scare Me,Scare Me,2020,"Comedy, Fantasy, Horror",107,USA,English,"Conrad Glover, Mark Stephens","Thomas Fisco, Mark Stephens","A group of new friends go camping on their last night traveling together to a music festival. They wager a free weekend pass to the winner of a ghost story contest, but a chance encounter ...",3.5,118,"https://m.media-amazon.com/images/M/MV5BOTA4ZGM5MTgtYTg1Ny00ZTMyLWJkNmYtODVkNTc3MTMzMjhlXkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_UY268_CR9,0,182,268_AL_.jpg","    A group of new friends go camping on their last night traveling together to a music festival. They wager a free weekend pass to the winner of a ghost story contest, but a chance encounter targets them before they even get started. As the scary stories progress, the realization begins to sink in that the subject matter is perhaps more connected to reality and their current situation than they first thought. They each face different elements of fear and perception as one by one they are turned against each other."
206,tt3152592,Scooby!,Scoob!,2020,"Animation, Adventure, Comedy",93,USA,English,Tony Cervone,"Adam Sztykiel, Jack Donaldson","Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.",5.7,14555,"https://m.media-amazon.com/images/M/MV5BZTJmODM0MDQtMTRjYy00YWZjLThjODItMzQ5N2I2NDBjYzA1XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY268_CR9,0,182,268_AL_.jpg","    Scooby-Doo is the hero of his own story in ""SCOOB!,"" the first full-length animated Scooby-Doo adventure, which reveals how he and his best friend Shaggy became two of the world's most beloved crime busters. The story takes us back to where it all began when a young Scooby and Shaggy first meet and team up with Velma, Daphne, and Fred to launch Mystery Incorporated."
207,tt6559576,Selfie Dad,Selfie Dad,2020,"Comedy, Family",97,USA,English,Brad J. Silverman,Brad J. Silverman,"Ben Marcus ""Michael Jr."", a former stand-up comic in a midlife crisis, tries to become a social media star until he and his family are radically challenged by the Bible.",3.4,124,"https://m.media-amazon.com/images/M/MV5BNjk2ZjQ0M2MtZGJhMi00NzQ2LWJiMGQtZWFiMDk5OWUwNTE0XkEyXkFqcGdeQXVyMTUyNjY1OTA@._V1_UX182_CR0,0,182,268_AL_.jpg","    Spiraling into a mid-life crisis and feeling disconnected from his family, reality-TV editor Ben Marcus thinks he can only be happy by fulfilling his dream of becoming a professional comedian. He posts his stand-up routines to YouTube, and the videos fall flat. Then his tween son posts Ben miserably failing on a house-improvement project, and much to his teenage daughter's dismay, it goes viral, launching Ben's social-media career as Selfie Dad. Although he quickly becomes an award-winning phenom, no amount of success brings Ben satisfaction. Through his friendship with young coworker Mickey, Ben finds the secret to a happy family--with his Bible in one hand, and his phone in the other."
208,tt7541838,Sex and the Future,Sex and the Future,2020,Comedy,90,USA,English,"Luis Carlos Hueck, Ethan Zvi Kaplan",Ethan Zvi Kaplan,"When misfits Barry and Evan design their ideal woman as a robot, they realize a fortune could be made if they had the money to mass produce their prototype. A wealthy prince soon finds out ...",1.9,248,"https://m.media-amazon.com/images/M/MV5BNGVlZGNhYjctMWJjNC00YWM0LTk3Y2YtZWIxMzMyNjY2YWIyXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_UY268_CR5,0,182,268_AL_.jpg","    When misfits Barry and Evan design their ideal woman as a robot, they realize a fortune could be made if they had the money to mass produce their prototype. A wealthy prince soon finds out about their invention and the three hatch a plan to rule the world and change sex and the future! If life were that simple."
209,tt11614912,She Dies Tomorrow,She Dies Tomorrow,2020,"Comedy, Drama, Mystery",86,USA,English,Amy Seimetz,Amy Seimetz,Amy thinks she's dying tomorrow...and it's contagious.,5.2,1900,"https://m.media-amazon.com/images/M/MV5BMTA5YWNkZDctOWUzMy00OGU0LThmYTQtYzJlZGQyZDkyNGEzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Amy is ravaged by the notion that she is going to die tomorrow, which sends her down a dizzying emotional spiral. When her skeptical friend Jane discovers Amy's feeling of imminent death to be contagious, they both begin bizarre journeys through what might be the last day of their lives."
210,tt8430676,Shepard,Shepard,2020,Thriller,71,USA,,Jourdan McClure,Philip Landa,"A troubled teen crosses paths with a charismatic, dangerous stranger and it becomes the worst decision in both of their lives.",4.1,104,"https://m.media-amazon.com/images/M/MV5BZTZlNDBlYzItNzkzNy00ZjU1LWI0MDAtOTlmYjFkMjE5NjcwXkEyXkFqcGdeQXVyMzQzOTU0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A troubled teen crosses paths with a charismatic, dangerous stranger and it becomes the worst decision in both of their lives."
